Timestamp,Station,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AQI
2024-07-15,ITO,44.54,67.13,29.4,0.66,30.24,122.85
2024-07-15,Ashok_Vihar,47.08,88.12,30.66,0.65,43.34,129.2
2024-07-15,Mandir Marg,38.36,80.23,51.01,0.92,24.77,107.4
2024-07-15,Vivek_vihar,49.7,111.58,28.46,1.22,23.39,135.75
2024-07-15,Sonia_Vihar,68.0,120.39,25.67,0.62,39.88,163.31923890063425
2024-07-15,Patparganj,51.79,120.54,23.56,0.48,28.53,140.975
2024-07-15,Anand Vihar,57.27,160.29,41.7,0.64,28.78,151.97674418604652
2024-07-16,Vivek_vihar,44.97,96.46,27.42,1.16,14.72,123.925
2024-07-16,Sonia_Vihar,65.77,114.41,21.75,0.54,41.03,160.96194503171247
2024-07-16,Patparganj,44.62,108.25,21.46,0.46,26.67,123.05
2024-07-16,Anand Vihar,55.41,143.33,33.85,0.5,58.19,150.0105708245243
2024-07-16,Mandir Marg,35.37,74.23,49.71,0.88,26.32,99.93589743589743
2024-07-16,Ashok_Vihar,47.71,93.42,29.84,0.67,35.04,130.775
2024-07-16,ITO,39.74,57.11,27.41,0.68,28.25,110.85000000000001
2024-07-17,Mandir Marg,34.59,62.48,45.74,0.91,30.68,98.26923076923077
2024-07-17,Ashok_Vihar,39.58,84.12,25.81,0.63,36.29,110.45
2024-07-17,ITO,36.35,48.01,27.21,0.92,19.9,102.375
2024-07-17,Vivek_vihar,35.61,86.24,25.5,1.1,13.02,100.525
2024-07-17,Anand Vihar,49.0,144.48,34.8,0.9,47.2,134.0
2024-07-17,Patparganj,37.0,92.0,18.54,0.46,17.67,104.0
2024-07-17,Sonia_Vihar,68.03,108.42,21.14,0.58,38.87,163.3509513742072
2024-07-18,ITO,41.69,61.59,29.51,1.64,12.73,115.725
2024-07-18,Anand Vihar,57.42,150.42,49.54,1.29,48.49,152.13530655391122
2024-07-18,Ashok_Vihar,46.58,84.67,39.09,0.81,31.21,127.95
2024-07-18,Vivek_vihar,44.64,108.15,32.78,1.43,10.24,123.10000000000001
2024-07-18,Mandir Marg,36.22,79.22,44.21,0.95,26.56,102.05
2024-07-18,Patparganj,46.71,107.25,32.89,0.59,11.64,128.275
2024-07-18,Sonia_Vihar,77.67,121.33,30.92,0.85,41.71,173.54122621564483
2024-07-19,Vivek_vihar,79.12,149.67,35.46,1.4,11.73,175.07399577167018
2024-07-19,Ashok_Vihar,71.54,110.67,35.4,0.57,43.48,167.06131078224104
2024-07-19,Sonia_Vihar,87.38,144.62,31.9,0.57,30.21,183.80549682875264
2024-07-19,Mandir Marg,68.0,111.0,46.09,0.9,33.27,163.31923890063425
2024-07-19,Patparganj,78.38,156.71,30.87,0.53,14.2,174.29175475687103
2024-07-19,Anand Vihar,88.33,200.69,33.41,1.16,69.51,184.80972515856237
2024-07-19,ITO,71.66,99.89,39.42,1.69,12.48,167.18816067653276
2024-07-20,Sonia_Vihar,63.8,128.36,25.43,0.64,39.33,158.87949260042282
2024-07-20,Patparganj,60.0,108.25,16.24,0.46,8.72,154.86257928118394
2024-07-20,Ashok_Vihar,56.21,91.38,28.59,0.53,44.74,150.85623678646934
2024-07-20,Mandir Marg,47.87,77.66,44.8,0.72,37.56,131.175
2024-07-20,Anand Vihar,59.03,134.61,12.17,0.82,74.93,153.8372093023256
2024-07-20,ITO,49.77,66.44,82.01,0.97,18.26,135.925
2024-07-20,Vivek_vihar,49.17,102.86,30.16,1.13,20.87,134.425
2024-07-21,ITO,42.88,61.22,72.04,0.9,13.77,118.70000000000002
2024-07-21,Patparganj,40.29,101.95,20.38,0.45,17.51,112.225
2024-07-21,Anand Vihar,8.0,127.19,11.25,0.79,59.08,86.595
2024-07-21,Ashok_Vihar,45.46,83.38,30.32,0.7,36.25,125.15
2024-07-21,Sonia_Vihar,60.42,116.38,27.61,0.98,27.72,155.30655391120507
2024-07-21,Vivek_vihar,43.75,94.46,31.12,1.19,7.75,120.875
2024-07-22,Patparganj,33.92,103.25,26.73,0.56,11.64,96.83760683760684
2024-07-22,Sonia_Vihar,48.46,98.29,23.68,0.89,27.25,132.65
2024-07-22,Vivek_vihar,29.91,81.51,28.67,1.19,8.21,88.26923076923077
2024-07-22,Mandir Marg,26.2,70.05,42.18,0.88,27.99,80.34188034188034
2024-07-22,ITO,38.42,63.41,118.48,1.26,43.8,107.55000000000001
2024-07-22,Ashok_Vihar,37.17,71.54,31.62,0.56,29.87,104.42500000000001
2024-07-22,Anand Vihar,42.47,132.21,11.18,1.3,82.11,140.36666666666667
2024-07-23,Patparganj,45.46,112.33,28.47,0.57,15.54,125.15
2024-07-23,Mandir Marg,36.1,76.26,43.34,0.85,26.23,101.75
2024-07-23,ITO,42.43,64.81,131.93,1.24,22.55,117.575
2024-07-23,Ashok_Vihar,51.21,87.17,36.57,0.63,33.29,139.525
2024-07-23,Sonia_Vihar,67.62,116.0,26.67,1.0,29.02,162.91754756871038
2024-07-23,Vivek_vihar,38.79,93.41,33.31,1.32,9.52,108.475
2024-07-23,Anand Vihar,50.43,143.85,11.12,1.43,93.51,192.55
2024-07-24,Mandir Marg,41.89,79.16,48.11,0.9,36.46,116.22500000000001
2024-07-24,Ashok_Vihar,45.61,75.61,35.27,0.72,43.07,125.525
2024-07-24,Sonia_Vihar,63.96,115.38,28.42,1.12,34.16,159.04862579281183
2024-07-24,Anand Vihar,69.69,153.09,16.19,1.75,70.16,165.10570824524314
2024-07-24,Vivek_vihar,53.25,119.37,38.34,1.41,21.59,144.625
2024-07-24,Patparganj,57.61,115.6,31.83,0.65,33.64,152.33615221987316
2024-07-24,ITO,50.79,74.66,108.74,1.2,30.08,138.475
2024-07-25,Patparganj,37.87,85.02,25.55,0.54,22.24,106.175
2024-07-25,Ashok_Vihar,40.5,76.33,37.87,0.6,43.5,112.75
2024-07-25,Vivek_vihar,36.2,87.89,31.93,1.26,15.44,102.00000000000001
2024-07-25,Sonia_Vihar,58.21,114.38,32.12,1.11,33.31,152.97040169133192
2024-07-25,Mandir Marg,31.84,71.82,43.96,0.86,26.67,92.39316239316238
2024-07-25,ITO,36.32,56.57,119.81,1.19,40.64,107.61923076923077
2024-07-25,Anand Vihar,43.37,80.81,24.35,1.9,106.49,257.45
2024-07-26,ITO,67.98,85.21,109.77,1.32,29.35,163.29809725158563
2024-07-26,Mandir Marg,65.5,64.83,43.81,0.86,31.34,160.67653276955602
2024-07-26,Ashok_Vihar,52.83,84.39,37.27,0.56,56.52,143.575
2024-07-26,Patparganj,53.16,102.26,27.88,0.64,31.55,144.39999999999998
2024-07-26,Vivek_vihar,49.41,106.66,27.27,1.41,20.85,135.02499999999998
2024-07-26,Anand Vihar,71.27,112.91,57.75,1.31,103.6,242.99999999999997
2024-07-26,Sonia_Vihar,57.12,105.58,27.48,1.11,35.06,151.8181818181818
2024-07-27,Mandir Marg,30.95,83.85,45.15,0.82,22.92,90.49145299145299
2024-07-27,ITO,74.92,102.42,119.64,1.4,45.36,170.6342494714588
2024-07-27,Sonia_Vihar,51.54,109.08,27.74,1.17,27.74,140.35
2024-07-27,Patparganj,42.54,98.17,24.88,0.64,12.55,117.85
2024-07-27,Anand Vihar,48.31,82.17,54.34,2.06,102.51,237.55
2024-07-27,Vivek_vihar,34.33,81.6,22.96,1.33,9.72,97.7136752136752
2024-07-27,Ashok_Vihar,44.5,92.42,36.48,0.81,41.1,122.75
2024-07-28,Ashok_Vihar,29.5,67.79,28.76,0.53,37.02,87.39316239316238
2024-07-28,Sonia_Vihar,31.12,93.62,24.58,0.93,28.5,90.85470085470087
2024-07-28,Patparganj,28.08,87.46,23.83,0.46,14.38,84.35897435897436
2024-07-28,Vivek_vihar,27.4,71.79,23.37,1.03,9.05,82.90598290598291
2024-07-28,Mandir Marg,18.92,51.46,44.82,0.66,21.35,64.78632478632478
2024-07-28,ITO,58.61,79.41,139.35,1.05,45.71,153.39323467230443
2024-07-28,Anand Vihar,39.16,72.67,34.78,1.52,103.4,242.00000000000003
2024-07-29,Ashok_Vihar,27.42,64.92,25.37,0.6,38.41,82.94871794871796
2024-07-29,Vivek_vihar,30.09,78.85,28.59,1.1,16.91,88.65384615384616
2024-07-29,Mandir Marg,27.07,54.51,44.79,0.54,24.91,82.2008547008547
2024-07-29,Anand Vihar,38.74,67.18,31.76,1.36,102.16,235.79999999999998
2024-07-29,Patparganj,27.42,78.21,16.21,0.46,25.01,82.94871794871796
2024-07-29,ITO,63.28,80.47,119.93,1.06,36.05,158.32980972515855
2024-07-29,Sonia_Vihar,38.42,95.83,23.14,0.89,35.14,107.55000000000001
2024-07-30,Patparganj,39.79,87.12,21.83,0.61,24.2,110.975
2024-07-30,ITO,63.96,76.61,106.37,1.14,40.66,159.04862579281183
2024-07-30,Vivek_vihar,38.96,83.18,31.38,1.24,18.21,108.9
2024-07-30,Mandir Marg,35.57,62.1,44.36,0.86,22.97,100.42500000000001
2024-07-30,Anand Vihar,47.01,76.62,35.93,1.72,89.36,171.8
2024-07-30,Sonia_Vihar,54.75,111.67,28.49,1.04,36.64,148.375
2024-07-30,Ashok_Vihar,35.58,77.38,31.82,0.75,54.7,100.45
2024-07-31,ITO,33.78,39.1,99.69,1.31,48.32,99.67021276595744
2024-07-31,Anand Vihar,50.12,103.25,54.98,1.77,94.61,198.05
2024-07-31,Patparganj,32.54,91.0,30.14,0.55,18.91,93.88888888888889
2024-07-31,Sonia_Vihar,32.79,103.33,26.32,0.91,29.39,94.42307692307692
2024-07-31,Mandir Marg,25.06,54.55,45.92,0.65,20.78,77.90598290598291
2024-07-31,Ashok_Vihar,29.54,86.96,30.02,0.64,42.02,87.47863247863248
2024-07-31,Vivek_vihar,32.49,86.89,29.14,1.26,16.78,93.78205128205128
2024-08-01,ITO,24.87,30.21,111.15,1.33,47.13,104.28846153846155
2024-08-01,Anand Vihar,25.24,29.57,35.38,1.43,109.85,274.25
2024-08-01,Sonia_Vihar,16.2,53.88,29.68,0.88,35.48,58.97435897435897
2024-08-01,Vivek_vihar,16.5,25.44,23.89,1.09,22.12,59.61538461538461
2024-08-01,Mandir Marg,22.5,30.57,37.48,0.75,9.86,72.43589743589743
2024-08-01,Patparganj,9.37,31.61,21.19,0.46,24.82,39.041666666666664
2024-08-01,Ashok_Vihar,14.13,30.61,30.62,0.88,41.38,54.55128205128205
2024-08-02,Vivek_vihar,34.34,60.8,24.9,1.29,9.22,97.73504273504274
2024-08-02,Sonia_Vihar,56.33,91.08,27.69,1.0,28.42,150.9830866807611
2024-08-02,Mandir Marg,21.88,51.88,40.82,0.73,8.12,71.11111111111111
2024-08-02,Patparganj,28.08,72.3,21.27,0.64,13.24,84.35897435897436
2024-08-02,ITO,39.11,46.09,115.52,1.66,49.56,109.275
2024-08-02,Anand Vihar,33.11,57.16,20.16,1.46,101.06,230.3
2024-08-02,Ashok_Vihar,40.29,69.25,34.2,0.79,33.76,112.225
2024-08-03,ITO,26.61,31.22,67.81,1.2,51.38,81.21794871794872
2024-08-03,Vivek_vihar,21.02,49.44,21.88,1.03,10.08,69.27350427350427
2024-08-03,Ashok_Vihar,18.83,46.71,24.86,0.57,29.83,64.59401709401709
2024-08-03,Mandir Marg,16.91,44.74,41.64,0.66,9.85,60.49145299145299
2024-08-03,Sonia_Vihar,28.79,87.17,24.71,0.73,28.63,85.87606837606837
2024-08-03,Patparganj,20.54,56.0,20.39,0.39,12.19,68.24786324786325
2024-08-03,Anand Vihar,34.24,105.28,25.93,1.48,92.98,189.90000000000003
2024-08-04,Vivek_vihar,17.61,52.14,18.32,1.02,13.6,61.98717948717949
2024-08-04,Patparganj,12.96,52.38,15.54,0.39,17.96,52.05128205128205
2024-08-04,Ashok_Vihar,16.33,48.92,24.42,0.7,31.25,59.25213675213675
2024-08-04,Anand Vihar,31.2,105.73,24.27,1.35,62.82,91.02564102564102
2024-08-04,ITO,20.33,24.31,58.29,0.99,47.96,67.7991452991453
2024-08-04,Mandir Marg,14.85,41.29,42.98,0.68,11.05,56.08974358974359
2024-08-04,Sonia_Vihar,24.54,75.08,20.92,0.7,28.03,76.7948717948718
2024-08-05,Patparganj,19.95,58.48,14.73,0.4,20.52,66.98717948717949
2024-08-05,ITO,23.79,28.07,64.23,1.18,48.08,75.1923076923077
2024-08-05,Vivek_vihar,19.03,53.94,19.36,1.01,7.42,65.02136752136752
2024-08-05,Anand Vihar,32.21,82.38,21.21,1.28,62.69,93.18376068376068
2024-08-05,Mandir Marg,17.88,50.31,43.25,0.71,12.64,62.56410256410256
2024-08-05,Sonia_Vihar,28.46,78.58,21.6,0.82,29.89,85.17094017094017
2024-08-05,Ashok_Vihar,18.75,47.21,20.21,0.68,33.92,64.42307692307692
2024-08-06,ITO,19.11,22.95,54.57,1.11,47.06,65.1923076923077
2024-08-06,Vivek_vihar,11.11,34.47,17.39,1.02,9.02,46.291666666666664
2024-08-06,Mandir Marg,13.73,40.39,44.94,0.73,13.0,53.6965811965812
2024-08-06,Sonia_Vihar,21.67,71.62,22.28,0.65,30.51,70.66239316239316
2024-08-06,Patparganj,15.71,54.54,17.23,0.38,18.33,57.92735042735043
2024-08-06,Anand Vihar,42.41,138.71,27.55,0.82,61.86,117.52499999999999
2024-08-06,Ashok_Vihar,12.62,37.88,24.08,0.85,32.01,51.324786324786324
2024-08-07,ITO,20.44,24.24,32.86,1.29,24.02,68.03418803418803
2024-08-07,Sonia_Vihar,20.23,65.19,26.73,0.76,23.44,67.58547008547009
2024-08-07,Ashok_Vihar,13.01,33.04,27.62,0.84,25.18,52.15811965811966
2024-08-07,Mandir Marg,20.08,41.18,44.13,0.72,8.26,67.26495726495726
2024-08-07,Vivek_vihar,16.33,39.23,25.2,1.09,6.48,59.25213675213675
2024-08-07,Anand Vihar,38.81,99.93,29.05,0.37,61.41,108.525
2024-08-07,Patparganj,18.12,45.79,21.21,0.43,9.89,63.07692307692308
2024-08-08,Anand Vihar,32.03,61.71,25.61,0.35,62.06,92.7991452991453
2024-08-08,Mandir Marg,15.46,39.2,44.18,0.72,9.85,57.39316239316239
2024-08-08,Vivek_vihar,20.77,49.35,24.11,1.06,6.5,68.73931623931624
2024-08-08,ITO,20.29,24.42,36.13,1.26,6.06,67.71367521367522
2024-08-08,Sonia_Vihar,30.62,73.42,25.03,0.72,26.6,89.7863247863248
2024-08-08,Ashok_Vihar,18.26,43.5,27.99,0.7,25.05,63.376068376068375
2024-08-08,Patparganj,17.92,49.04,16.01,0.38,12.22,62.649572649572654
2024-08-09,Patparganj,26.25,55.08,20.41,0.48,13.45,80.44871794871796
2024-08-09,Vivek_vihar,22.27,44.09,21.93,1.21,5.37,71.94444444444444
2024-08-09,Anand Vihar,39.98,73.5,27.73,0.52,61.39,111.44999999999999
2024-08-09,Sonia_Vihar,32.83,67.71,25.61,0.86,23.92,94.508547008547
2024-08-09,ITO,25.0,28.98,46.41,1.41,7.43,77.77777777777777
2024-08-09,Mandir Marg,23.44,47.82,44.73,0.78,9.73,74.44444444444444
2024-08-09,Ashok_Vihar,24.74,42.87,29.54,0.72,27.58,77.22222222222221
2024-08-10,Mandir Marg,24.69,56.18,44.58,0.73,8.6,77.11538461538461
2024-08-10,Vivek_vihar,32.49,67.57,23.19,1.23,5.19,93.78205128205128
2024-08-10,Sonia_Vihar,47.05,89.42,29.63,1.01,20.31,129.125
2024-08-10,Ashok_Vihar,36.58,56.21,36.11,0.9,24.7,102.95
2024-08-10,ITO,32.96,39.19,72.9,1.68,9.37,94.7863247863248
2024-08-10,Anand Vihar,50.12,90.79,29.33,0.73,61.49,136.8
2024-08-10,Patparganj,35.79,73.88,25.65,0.56,10.35,100.975
2024-08-11,Patparganj,34.17,63.46,22.51,0.55,10.46,97.37179487179488
2024-08-11,ITO,28.12,32.11,56.9,1.5,9.03,84.44444444444444
2024-08-11,Vivek_vihar,31.56,50.96,27.56,1.26,4.93,91.7948717948718
2024-08-11,Anand Vihar,44.19,73.59,30.55,1.39,60.45,121.975
2024-08-11,Mandir Marg,23.42,44.25,44.64,0.73,9.24,74.40170940170941
2024-08-11,Sonia_Vihar,37.79,68.08,24.15,0.61,21.14,105.975
2024-08-11,Ashok_Vihar,24.79,39.83,31.64,0.78,24.11,77.32905982905983
2024-08-12,Anand Vihar,45.21,82.42,43.46,0.46,59.75,124.525
2024-08-12,Mandir Marg,26.25,56.88,44.08,0.73,8.15,80.44871794871796
2024-08-12,Sonia_Vihar,30.96,60.62,19.83,0.84,21.7,90.51282051282051
2024-08-12,Vivek_vihar,24.96,54.62,25.13,1.26,5.05,77.6923076923077
2024-08-12,Ashok_Vihar,24.67,51.92,29.64,0.97,22.4,77.07264957264957
2024-08-12,ITO,27.84,30.59,59.55,1.74,9.09,83.84615384615384
2024-08-12,Patparganj,35.38,70.5,32.18,0.71,9.42,99.95726495726495
2024-08-13,Mandir Marg,21.63,40.24,40.07,0.7,6.26,70.57692307692307
2024-08-13,Sonia_Vihar,31.88,70.79,26.11,1.07,21.04,92.47863247863248
2024-08-13,ITO,20.64,23.25,60.85,1.59,12.09,68.46153846153847
2024-08-13,Patparganj,22.42,51.25,23.07,0.49,10.73,72.26495726495727
2024-08-13,Ashok_Vihar,22.57,40.53,32.71,1.09,27.71,72.58547008547009
2024-08-13,Vivek_vihar,23.76,45.2,31.28,1.24,6.35,75.12820512820514
2024-08-13,Anand Vihar,45.54,87.02,97.33,1.07,65.16,125.35
2024-08-14,Patparganj,45.19,88.04,23.92,0.49,16.75,124.475
2024-08-14,Ashok_Vihar,44.9,78.8,34.44,0.91,29.97,123.75
2024-08-14,Vivek_vihar,29.83,72.96,29.93,1.24,6.56,88.09829059829059
2024-08-14,Sonia_Vihar,51.71,114.58,25.25,0.98,21.66,140.775
2024-08-14,ITO,36.05,41.22,77.47,1.66,13.84,101.625
2024-08-14,Anand Vihar,51.59,125.43,68.03,0.84,77.03,140.47500000000002
2024-08-14,Mandir Marg,41.44,64.16,39.95,0.75,5.11,115.1
2024-08-15,Vivek_vihar,25.03,49.0,23.23,1.16,5.02,77.84188034188034
2024-08-15,Ashok_Vihar,28.5,55.5,23.02,0.72,28.11,85.25641025641025
2024-08-15,Mandir Marg,28.45,43.23,39.17,0.53,5.29,85.14957264957265
2024-08-15,Patparganj,32.71,64.58,18.99,0.5,15.86,94.25213675213675
2024-08-15,Sonia_Vihar,39.21,79.71,22.67,0.7,21.97,109.525
2024-08-15,ITO,25.16,27.62,43.57,1.35,14.97,78.11965811965811
2024-08-15,Anand Vihar,39.88,110.61,57.38,4.01,81.01,136.70000000000002
2024-08-16,Patparganj,24.92,64.08,19.85,0.47,17.05,77.60683760683762
2024-08-16,Vivek_vihar,20.59,53.69,19.23,1.1,7.99,68.35470085470085
2024-08-16,Sonia_Vihar,26.58,80.79,23.12,0.81,22.94,81.15384615384615
2024-08-16,ITO,20.91,23.3,61.62,1.5,12.6,69.03846153846155
2024-08-16,Ashok_Vihar,20.67,50.83,22.3,1.23,32.14,68.52564102564102
2024-08-16,Anand Vihar,38.26,124.62,111.83,4.03,79.7,132.33333333333334
2024-08-16,Mandir Marg,20.25,43.6,40.55,0.69,7.43,67.62820512820512
2024-08-17,ITO,32.7,36.43,60.93,1.62,13.52,94.23076923076923
2024-08-17,Patparganj,38.12,92.46,30.33,0.72,21.89,106.8
2024-08-17,Ashok_Vihar,32.71,78.12,29.82,1.17,35.91,94.25213675213675
2024-08-17,Anand Vihar,57.03,236.15,87.24,1.02,85.26,151.723044397463
2024-08-17,Vivek_vihar,32.16,74.77,19.37,1.39,17.6,93.07692307692307
2024-08-17,Sonia_Vihar,35.88,88.29,22.65,0.99,26.78,101.20000000000002
2024-08-17,Mandir Marg,24.6,58.07,43.14,0.79,11.51,76.92307692307693
2024-08-18,Ashok_Vihar,33.38,91.58,22.81,1.26,28.35,95.68376068376068
2024-08-18,Patparganj,31.62,87.46,31.24,0.82,16.18,91.92307692307693
2024-08-18,Mandir Marg,28.83,58.72,41.7,0.78,8.89,85.96153846153845
2024-08-18,ITO,29.85,33.79,50.55,1.64,12.21,88.14102564102564
2024-08-18,Vivek_vihar,27.3,75.86,15.82,1.29,14.09,82.6923076923077
2024-08-18,Sonia_Vihar,30.17,86.67,21.08,0.99,20.49,88.82478632478633
2024-08-18,Anand Vihar,52.79,208.8,102.42,1.04,91.43,182.15000000000003
2024-08-19,ITO,29.63,33.37,72.29,1.53,12.48,87.67094017094017
2024-08-19,Anand Vihar,45.08,143.52,65.58,1.22,92.89,189.45
2024-08-19,Sonia_Vihar,31.62,95.29,19.15,1.3,18.3,91.92307692307693
2024-08-19,Patparganj,29.58,87.04,27.68,0.67,13.54,87.56410256410257
2024-08-19,Ashok_Vihar,28.67,74.83,20.96,1.1,27.07,85.61965811965811
2024-08-19,Vivek_vihar,26.58,68.86,25.8,1.42,13.34,81.15384615384615
2024-08-19,Mandir Marg,27.17,56.64,40.05,0.48,5.3,82.41452991452991
2024-08-20,Patparganj,20.79,57.21,31.88,0.64,17.13,68.78205128205128
2024-08-20,Vivek_vihar,15.62,41.47,15.68,1.28,15.44,57.73504273504273
2024-08-20,ITO,29.25,32.67,45.15,1.18,13.11,86.85897435897436
2024-08-20,Anand Vihar,41.4,131.86,84.82,1.02,86.79,158.95000000000005
2024-08-20,Mandir Marg,36.2,64.84,44.02,0.63,16.4,102.00000000000001
2024-08-20,Sonia_Vihar,19.95,71.53,24.53,1.04,20.2,66.98717948717949
2024-08-20,Ashok_Vihar,22.67,58.83,23.71,1.19,28.64,72.7991452991453
2024-08-21,Patparganj,30.79,84.67,29.75,0.58,32.17,90.14957264957265
2024-08-21,Sonia_Vihar,32.68,104.17,29.15,1.02,27.6,94.18803418803418
2024-08-21,Mandir Marg,30.97,60.68,45.36,0.7,13.94,90.53418803418803
2024-08-21,Vivek_vihar,23.48,60.88,18.53,1.18,22.62,74.52991452991454
2024-08-21,ITO,31.29,34.56,50.79,1.1,15.27,91.21794871794872
2024-08-21,Anand Vihar,46.87,149.2,78.11,0.86,85.27,151.34999999999997
2024-08-21,Ashok_Vihar,24.75,76.25,23.14,1.01,39.26,77.24358974358975
2024-08-22,Ashok_Vihar,27.54,86.42,18.61,1.15,33.23,83.2051282051282
2024-08-22,Mandir Marg,29.2,63.14,44.31,0.62,11.16,86.75213675213675
2024-08-22,Sonia_Vihar,29.81,117.68,28.16,0.91,21.23,88.05555555555554
2024-08-22,Patparganj,29.58,93.92,26.76,0.54,25.06,87.56410256410257
2024-08-22,ITO,34.75,37.82,37.72,0.93,14.78,98.61111111111111
2024-08-22,Anand Vihar,51.65,265.98,105.69,0.53,70.91,161.98000000000002
2024-08-22,Vivek_vihar,21.85,69.6,15.85,1.2,16.45,71.04700854700855
2024-08-23,Sonia_Vihar,26.29,64.93,22.27,1.21,40.87,80.53418803418803
2024-08-23,Patparganj,28.67,78.67,32.57,0.7,18.84,85.61965811965811
2024-08-23,ITO,37.98,41.23,74.36,1.48,13.49,106.44999999999999
2024-08-23,Ashok_Vihar,27.58,71.42,26.0,1.32,26.23,83.2905982905983
2024-08-23,Anand Vihar,55.82,181.81,98.7,1.04,71.43,150.44397463002113
2024-08-23,Mandir Marg,29.47,59.62,34.11,0.73,7.84,87.32905982905982
2024-08-23,Vivek_vihar,35.87,67.79,20.88,1.27,23.28,101.175
2024-08-24,Patparganj,55.62,119.92,29.17,0.7,47.73,150.2325581395349
2024-08-24,Ashok_Vihar,47.88,104.0,26.0,1.15,40.05,131.20000000000002
2024-08-24,Mandir Marg,39.59,70.71,20.76,0.73,15.69,110.47500000000001
2024-08-24,Vivek_vihar,50.81,97.97,22.11,0.0,22.13,138.525
2024-08-24,Anand Vihar,68.09,176.57,88.03,1.3,73.08,163.41437632135307
2024-08-24,Sonia_Vihar,56.34,92.71,20.46,1.1,40.6,150.99365750528543
2024-08-25,Mandir Marg,23.05,44.94,21.2,0.76,8.24,73.61111111111111
2024-08-25,Sonia_Vihar,43.21,85.58,19.82,0.99,36.25,119.525
2024-08-25,Ashok_Vihar,22.71,65.17,17.29,1.08,43.1,72.88461538461539
2024-08-25,Patparganj,25.79,63.38,19.65,0.48,23.25,79.46581196581197
2024-08-25,Anand Vihar,44.96,120.76,84.23,0.98,69.52,123.9
2024-08-26,Mandir Marg,24.66,44.1,21.42,0.65,8.15,77.05128205128204
2024-08-26,Patparganj,26.83,62.33,16.72,0.49,26.03,81.68803418803418
2024-08-26,Sonia_Vihar,36.42,87.25,22.22,0.88,41.19,102.55000000000001
2024-08-26,Anand Vihar,43.71,109.96,50.92,1.0,70.9,120.775
2024-08-26,Ashok_Vihar,26.67,65.08,16.04,1.08,42.83,81.34615384615385
2024-08-27,Ashok_Vihar,17.25,57.33,17.23,1.2,44.71,61.217948717948715
2024-08-27,ITO,18.54,24.89,58.61,1.13,12.64,63.97435897435897
2024-08-27,Patparganj,19.71,54.0,17.45,0.43,21.34,66.47435897435898
2024-08-27,Mandir Marg,22.58,38.75,20.62,0.61,5.16,72.6068376068376
2024-08-27,Anand Vihar,30.65,81.59,90.49,0.91,66.9,90.31250000000001
2024-08-27,Vivek_vihar,18.06,45.79,10.8,0.0,26.2,62.94871794871794
2024-08-27,Sonia_Vihar,25.68,83.68,21.5,0.78,37.43,79.23076923076923
2024-08-28,Mandir Marg,27.1,38.48,19.7,0.7,6.64,82.26495726495727
2024-08-28,Sonia_Vihar,27.83,71.17,24.66,0.96,50.76,83.82478632478632
2024-08-28,Patparganj,22.33,51.29,20.31,0.49,23.08,72.07264957264957
2024-08-28,ITO,22.12,28.88,60.55,1.19,12.45,71.62393162393163
2024-08-28,Anand Vihar,32.83,129.45,67.29,0.51,58.43,94.508547008547
2024-08-28,Vivek_vihar,22.15,44.93,14.52,0.68,18.25,71.68803418803418
2024-08-28,Ashok_Vihar,21.92,56.08,21.55,1.2,41.37,71.1965811965812
2024-08-29,Sonia_Vihar,38.4,79.04,29.38,1.17,34.7,107.5
2024-08-29,Vivek_vihar,27.61,57.51,18.58,2.4,22.8,83.35470085470085
2024-08-29,Patparganj,26.33,57.71,28.42,0.78,19.9,80.61965811965811
2024-08-29,Mandir Marg,27.95,40.19,17.67,0.69,5.71,84.08119658119658
2024-08-29,ITO,25.16,32.01,74.59,1.64,12.15,78.11965811965811
2024-08-29,Ashok_Vihar,26.92,59.79,23.05,1.48,42.5,81.88034188034189
2024-08-29,Anand Vihar,41.51,94.22,74.51,0.85,56.18,115.275
2024-08-30,Anand Vihar,62.36,221.44,89.36,0.88,59.59,157.35729386892177
2024-08-30,ITO,42.31,55.83,97.53,1.78,11.73,117.275
2024-08-30,Patparganj,45.42,118.38,36.32,0.71,28.79,125.05000000000001
2024-08-30,Sonia_Vihar,89.18,158.6,30.13,1.26,39.22,185.70824524312897
2024-08-30,Vivek_vihar,50.28,100.68,30.12,2.04,19.65,137.2
2024-08-30,Ashok_Vihar,52.21,121.21,32.87,1.46,61.43,142.025
2024-08-30,Mandir Marg,37.62,64.26,20.77,0.82,12.29,105.55
2024-08-31,Patparganj,35.62,106.21,23.18,0.55,33.89,100.55
2024-08-31,Vivek_vihar,38.04,82.27,15.04,1.47,8.72,106.6
2024-08-31,Ashok_Vihar,37.25,88.38,18.48,1.28,49.88,104.625
2024-08-31,ITO,35.56,44.06,31.81,0.75,16.18,100.4
2024-08-31,Mandir Marg,36.87,59.06,20.19,0.76,8.52,103.675
2024-08-31,Sonia_Vihar,41.12,89.38,18.78,0.81,36.73,114.3
2024-08-31,Anand Vihar,53.4,253.42,76.22,1.05,69.49,149.70999999999998
2024-09-01,Vivek_vihar,45.22,86.39,10.01,1.55,9.91,124.55
2024-09-01,Sonia_Vihar,44.82,86.13,14.93,0.87,49.43,123.55000000000001
2024-09-01,ITO,38.58,47.57,41.86,0.82,22.8,107.95
